date,open,high,low,close,volume
2025-02-07,50.1800,51.4400,49.8400,50.8800,72581202
2025-02-10,50.8900,51.3600,50.8000,50.9000,43181484
2025-02-11,51.2000,51.2400,50.3700,50.5200,38184400
2025-02-12,50.5200,51.1200,50.1800,51.0800,44699378
2025-02-13,50.9200,51.7800,50.8100,51.0200,59036332
2025-02-14,50.9900,51.8600,50.8000,51.7000,59977161
2025-02-17,51.8300,52.3800,51.4100,51.8400,62571044
2025-02-18,51.6700,52.1800,51.2000,51.3100,65008234
2025-02-19,51.1900,51.8300,51.0200,51.4500,46442576
2025-02-20,51.2300,51.3100,50.6600,50.7800,51538478
2025-02-21,50.9900,51.5000,50.4600,51.2000,66876093
2025-02-24,51.2000,52.4800,51.0500,52.0000,83582274
2025-02-25,51.5000,52.1000,50.8500,50.9800,64242944
2025-02-26,51.1000,51.7800,51.0300,51.6200,53657805
2025-02-27,51.7800,51.8000,51.1200,51.6200,54724008
2025-02-28,51.4000,51.6500,50.3800,50.3800,80526753
2025-03-03,50.5500,50.8200,50.0600,50.3300,42316083
2025-03-04,50.0800,50.2900,50.0000,50.0800,37243163
2025-03-05,50.1800,50.5500,50.0100,50.3800,45507176
2025-03-06,50.7700,51.9300,50.5300,51.6400,104582101
2025-03-07,51.6000,51.8400,51.3200,51.5000,48147872
2025-03-10,51.5100,51.6600,50.7800,51.2500,61128342
2025-03-11,50.7100,51.5000,50.6000,51.5000,52914740
2025-03-12,51.5000,51.6000,51.0100,51.1500,47057801
2025-03-13,51.1500,51.5500,50.9300,51.1400,41144830
2025-03-14,51.3300,53.8900,51.2100,53.4700,150244865
2025-03-17,53.4700,53.6200,53.1000,53.3800,60517176
2025-03-18,53.7000,54.1900,53.6400,53.7600,58774002
2025-03-19,53.6800,54.3000,53.5700,54.0700,50987421
2025-03-20,54.0500,54.0600,52.2300,52.4900,114072346
2025-03-21,52.4000,52.6600,51.6800,51.7500,79571468
2025-03-24,51.8200,52.2800,51.8200,52.1300,50865690
2025-03-25,52.1500,52.2100,51.8200,51.9600,34440224
2025-03-26,51.9800,52.0900,51.7200,51.7200,40399461
2025-03-27,51.7100,52.4500,51.5300,52.0600,43216872
2025-03-28,52.2000,52.3700,51.8500,51.9600,35366353
2025-03-31,51.9000,52.2500,51.3900,51.6300,46838971
2025-04-01,51.6000,51.8600,51.4100,51.6200,39432057
2025-04-02,51.5800,51.9600,51.5300,51.8600,28327427
2025-04-03,51.3900,52.0000,51.3800,51.4800,37334782
2025-04-07,49.3000,49.7700,47.0000,48.5600,172755841
2025-04-08,48.5500,49.2600,48.1000,49.2600,111752977
2025-04-09,48.8000,49.2500,48.3600,48.9300,73790650
2025-04-10,49.3600,49.8000,49.2100,49.4800,65791545
2025-04-11,49.4800,49.5400,48.9800,49.3500,45012106
2025-04-14,49.6000,49.8500,49.4400,49.4800,38748414
2025-04-15,49.4800,49.9700,49.2600,49.8300,40776211
2025-04-16,49.7200,50.1700,49.4000,49.8800,46792350
2025-04-17,49.6900,50.2800,49.5800,50.1600,37704289
2025-04-18,50.0500,50.6600,49.9500,50.4400,33881100
2025-04-21,50.4000,50.6100,50.2000,50.2800,26378406
2025-04-22,50.2000,50.7900,50.1200,50.5700,35509783
2025-04-23,50.7600,50.9500,50.4600,50.7000,29877321
2025-04-24,50.7000,51.4800,50.7000,51.2200,42383943
2025-04-25,51.2400,51.5900,51.2200,51.3300,36849939
2025-04-28,50.4200,51.3400,50.0300,51.2100,51866550
2025-04-29,51.1700,51.6400,50.8600,51.0000,33754005
2025-04-30,51.1000,51.5500,50.6800,50.7100,37794426
2025-05-06,51.0000,51.1500,50.5500,50.8000,39151245
2025-05-07,51.4200,51.6300,51.0300,51.1800,42063972
2025-05-08,51.0100,52.3500,50.9000,51.9600,67134993
2025-05-09,51.9100,52.1600,51.7500,51.7500,29070923
2025-05-12,52.2300,52.7500,52.0000,52.6000,57737170
2025-05-13,52.7900,52.7900,52.2500,52.4600,40392012
2025-05-14,52.4500,55.1800,52.3400,54.6900,157722961
2025-05-15,54.3900,54.8000,54.1000,54.2500,56930342
2025-05-16,54.0500,54.4400,53.3800,53.3900,46612951
2025-05-19,53.2900,53.7300,53.2000,53.3000,32426624
2025-05-20,53.4500,54.1800,53.4000,53.6800,35266900
2025-05-21,53.7000,54.4000,53.7000,53.8500,33306582
2025-05-22,53.7600,53.9900,53.5300,53.8400,24065765
2025-05-23,53.8100,54.4600,53.1700,53.2300,43049136
2025-05-26,53.1600,54.1500,53.0000,53.4000,38812968
2025-05-27,53.4000,53.8600,53.3000,53.4000,25572531
2025-05-28,53.4000,53.6900,53.1200,53.2900,26169794
2025-05-29,53.3000,53.8300,53.0900,53.5200,34868262
2025-05-30,53.3700,53.6900,52.8500,53.2800,41723855
2025-06-03,53.2100,54.1100,53.0000,53.8500,45373821
2025-06-04,53.6100,54.1500,53.6100,53.7600,43089681
2025-06-05,53.7700,54.1800,53.6600,53.9900,41909990
2025-06-06,54.0000,54.1200,53.3500,53.4100,40855330
2025-06-09,53.5500,53.9400,53.5000,53.7200,39788727
2025-06-10,53.7100,54.1000,53.3100,53.4300,46707945
2025-06-11,53.4000,54.6500,53.4000,54.4600,68183015
2025-06-12,54.3000,55.3300,54.0300,54.8100,58999906
2025-06-13,54.8300,54.9000,54.2800,54.4800,48022896
2025-06-16,54.3300,54.5800,54.0600,54.3200,49677075
2025-06-17,54.3000,54.5100,53.9400,54.2300,50628878
2025-06-18,54.1800,54.2800,53.3000,53.8100,46936380
2025-06-19,53.6900,53.8000,53.1200,53.2000,40188078
2025-06-20,53.1900,54.8600,53.1900,54.7400,84743047
2025-06-23,54.5000,55.2500,54.2600,55.1000,61470513
2025-06-24,55.2100,56.9700,55.2000,56.7900,104079789
2025-06-25,56.8000,58.0000,56.5800,57.8800,104613132
2025-06-26,57.7900,58.0800,57.4700,57.5800,50073981
2025-06-27,57.5800,58.1300,56.6100,56.9600,66763167
2025-06-30,55.5000,55.9500,55.1300,55.4800,56478195
2025-07-01,55.6600,55.8900,55.3000,55.7000,35274636
2025-07-02,55.7000,56.0100,55.3500,55.8100,39562902
2025-07-03,55.9000,56.2000,55.6600,55.8000,32510060
2025-07-04,55.7000,57.3900,55.4300,56.5700,65454405
2025-07-07,56.5900,56.8000,56.0600,56.4300,32176278
2025-07-08,56.4000,56.7800,56.1100,56.4500,34345972
2025-07-09,56.4500,56.7800,55.8800,55.9000,39546279
2025-07-10,55.9000,57.5800,55.8100,57.1300,82888153
2025-07-11,57.0000,59.0200,56.9600,57.7100,107642894
2025-07-14,57.6900,58.2400,57.5700,57.5700,44905762
2025-07-15,57.7500,57.9600,56.9800,57.1000,44172553
2025-07-16,57.1700,57.2400,56.2100,56.8300,48182460
2025-07-17,56.7000,57.0600,56.6800,56.8100,27712343
2025-07-18,56.9500,57.4500,56.8600,57.0700,43623995
2025-07-21,57.1500,57.7500,56.9000,57.1900,46673343
2025-07-22,57.1900,57.2000,56.1000,56.7000,69520325
2025-07-23,56.8400,58.3800,56.8100,58.0000,86940674
2025-07-24,57.9700,59.0000,57.7100,58.6400,70773738
2025-07-25,58.3000,58.5500,57.8200,58.0800,50833457
2025-07-28,58.2000,60.2000,58.2000,60.0900,122121733
2025-07-29,60.0600,60.2800,59.3700,59.4900,56609200
2025-07-30,59.4800,61.3300,59.3500,60.7100,92199271
2025-07-31,60.4100,60.5000,58.3800,58.6900,82760070
2025-08-01,58.6800,59.0600,58.0800,58.2000,48878624
2025-08-04,58.1000,58.3400,57.8500,58.2100,36007832
2025-08-05,58.3000,59.4100,58.2000,59.1400,48295614
2025-08-06,59.1400,59.6400,58.8200,59.0600,32446873
2025-08-07,59.1100,59.4600,58.5300,58.8800,32797153
2025-08-08,58.8800,58.9000,58.2200,58.5400,39793332
2025-08-11,58.7700,59.1400,58.4700,58.4700,43186911
2025-08-12,58.4700,59.0700,58.4700,58.7500,42698545
2025-08-13,58.9200,59.4000,58.4600,58.6100,72845320
2025-08-14,58.8000,60.6000,58.7700,59.6200,102276751
2025-08-15,59.6000,60.4500,59.0000,59.8000,89296811
2025-08-18,59.9200,60.3500,59.3400,59.3400,95726282
2025-08-19,59.7700,60.1800,58.0800,58.2000,95480996
2025-08-20,58.0900,59.2000,57.6900,59.2000,76272484
2025-08-21,59.2000,59.9600,58.9100,59.6200,57460093
2025-08-22,59.5100,60.5100,59.4400,60.5000,78097427
2025-08-25,60.6000,61.0500,60.1100,61.0000,67011268
2025-08-26,60.9000,61.0000,60.4500,60.5200,49198628
2025-08-27,60.3800,60.4500,58.6900,58.6900,106455786
2025-08-28,58.7500,59.1200,58.3100,58.8400,63610466
2025-08-29,58.9500,61.1000,58.9400,59.8800,108030923
2025-09-01,59.7900,59.7900,58.3300,58.5100,94852489
2025-09-02,58.5000,58.8000,58.2200,58.6600,64903633
2025-09-03,58.9400,59.1000,57.3600,57.7800,71474642
2025-09-04,57.7700,57.9700,57.0600,57.5000,72743607
2025-09-05,57.5000,58.0600,57.0300,57.9000,55818427
2025-09-08,57.7600,58.0400,57.3200,57.7000,48773339
2025-09-09,57.7600,58.2900,57.5500,58.0000,51891144
2025-09-10,57.7700,58.1600,57.6200,57.8700,30846974
2025-09-11,57.9000,58.6900,57.6000,58.6900,59507207
2025-09-12,58.9800,59.2000,57.5000,57.6800,73537627
2025-09-15,57.6500,57.9900,57.0900,57.3300,54684242
2025-09-16,57.3500,57.4500,56.5000,56.6200,68571361
2025-09-17,56.6600,56.9700,56.4500,56.5700,68465187
2025-09-18,56.6400,56.6700,55.1100,55.2800,101207356
2025-09-19,55.2900,56.0000,55.0000,55.1000,54332111
2025-09-22,55.3700,55.6500,55.0000,55.1500,37443768
2025-09-23,55.0300,55.7900,54.7400,55.0200,61296096
2025-09-24,55.2900,55.7500,54.9500,55.2900,50317433
2025-09-25,55.2800,55.3900,55.0300,55.0900,51429616
2025-09-26,55.0200,55.5500,54.6600,55.2200,54862187
2025-09-29,55.1800,57.3200,55.0300,56.0100,103510992
2025-09-30,55.8000,56.2000,55.0000,55.1100,76708187
2025-10-09,55.0400,55.2800,54.2500,55.0400,82406748
2025-10-10,54.7300,55.9700,54.7300,55.5400,64146532
2025-10-13,54.5100,55.3300,54.5100,55.1000,60965598
2025-10-14,55.5800,56.6800,55.5200,56.4800,102294025
2025-10-15,56.4800,57.9700,56.3000,57.8100,83704628
2025-10-16,57.6800,58.5800,57.6100,58.0200,68147820
2025-10-17,58.0000,58.4800,57.1700,57.2800,67749281
2025-10-20,58.3300,58.5700,57.4500,57.9000,52669469
2025-10-21,57.9300,58.9200,57.9300,58.0800,76220049
2025-10-22,58.0000,58.5000,57.9300,58.2100,37989266
2025-10-23,58.2200,58.8700,58.0900,58.7500,50350104
2025-10-24,58.1400,58.4900,57.7500,57.8800,55824170
